row,name,brand,reason
51090,Sourdough Hard Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51092,English Muffins,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51093,Texas Toast Bread,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51094,Wheat Bread,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51095,Wheat Sandwich Bread,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51096,White Bread,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51105,English Muffins Plain,Winco Foods,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51106,Wheat Bread,Winco Foods,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51107,Homestyle Waffles,Winco Foods,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51108,Homestyle Waffles,Winco Foods,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51109,Waffles,Winco Foods,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51114,Chicken Noodle Ready To Eat Soup,Winco Foods,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51117,Plain Planko Bread Crumbs,Winco Foods,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51147,Twist Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51155,Milk Chocolate Covered Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51159,Natural Yogurt Covered Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51188,Flour Tortillas,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51203,Chicken And Monterey Jack Cheese Chimichangas,El Monterey,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51204,Chocolate Chip Cookie Mix,King Arthur Flour,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51221,Mini Twists Baked Pretzel,Mikesell'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51222,Rods Baked Pretzels,Mikesell'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51223,Dutch Baked Pretzels,Mikesell'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51224,The Pounder Oven Baked Pretzels Sticks,Mikesell'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51225,"Mikesell's, Thin Twists Pretzels",Mike-Sell'S Potato Chip Co.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51242,F.B. Breaded Chicken Sandwich,Fast Bites,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51256,Sandwich Rolls,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51257,Sliced Sourdough,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51258,Sliced Sourdough,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51259,Sourdough Sandwich Rolls,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51260,Sheepherder Bread,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51262,Hamburger Buns,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51268,"Enriched Yellow Corn Meal Mix, Yellow",Tenda-Bake,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51286,Sweet Cornbread & Muffin Mix,Gilster-Mary Lee Corporation,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51291,Au Gratin Potatos,Harris-Teeter Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51292,"Harris Teeter, Quick N ' Cheesey",Harris Teeter,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51294,Buttermilk Pancake Mix,Harris Teeter,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51303,"Harris Teeter, Premium Multi-grain Smart Thins",Harris Teeter,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51305,Multigrain Waffles,Harris Teeter,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51325,"Original Thin Style Pretzel Twists, Style",Goldenn Flake,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51330,French Bread Singles,Red Baron,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51332,Vegetable Egg Rolls,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51336,Cinnamon Swirl Bread,Franz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51337,Brown And Serve Tolls,Franz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51338,Sesame Seed Buns,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51339,Classic French Bread,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51340,Waterfront,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51341,Organic Bare White Bread,Naked Bread,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51343,Multi-grain Sandwich Rounds,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51344,Garlic Artisan Flats,Nature'S Own,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51347,"Cobblestone Bread Co, Thin Sliced Bagels, Original",Flowers Foods  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51349,"Cobblestone Bread Co, Multigrain Flatbread Rounds",Cobblestone Bread Co.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51350,Raisin Bread,Sun-Maid Growers Of California,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51351,Crafted Thick Sliced Multigrain,Nature'S Own,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51353,Honey 7 Grain Bread,Nature'S Own,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51357,Snaps Ginger,Stauffer'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51358,Pumpkin Spice Snaps,Stauffer'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51359,Ginger Snaps,Stauffer'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51360,"Traditional Snickerdoodles Crispsy Cookies, Chocol",Stauffer'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51365,Light & Crisps Traditional Italian Waffle Cookies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51370,Crunch Cookies Fingers,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51395,"Lunds & Byerlys, Mini Candy Cane Cookies",Lunds & Byerlys,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51403,"Torn & Glasser, Pretzels, Chocolate",Torn & Glasser,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51405,"Produce, Peanut Butter Pretzels Nuggets",Torn & Glasser Inc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51422,"Milk Chocolate Flavoured Pretzels,",Fresh Lock,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51423,Yogurt Pretzels,Fresh Lock,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51428,"Dark Chocolate Pretzels,",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51433,Meatballs,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51435,"Herr's, Peanut Butter Filled Pretzels",Herr'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51436,"Herr's, Peanut Butter On Cheese Sandwich",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51437,Peanut Butter On Cheese Sandwiches,Herr'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51438,Toasty Sandwiches,Herr'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51439,Toasty Peanut Butter Sandwiches,Herr'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51440,Peanut Butter Filled Pretzels,Herr'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51441,Chocolate Covered Pretzel Sticks,Herr'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51442,"Herr's, Pretzel Rods",Herr'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51443,"Herr's, Peanut Butter Filled Pretzel Nuggets",Herr'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51444,Grilled Chicken Marinara With Parmesan,Healthy Choice,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51445,Chicken Linguini With Red Pepper Alfredo,Healthy Choice,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51446,Grilled Chicken Pesto With Vegetables,Healthy Choice,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51469,Chicken Fettuccini Alfredo With Broccoli,Healthy Choice,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51470,"Healthy Choice Cafe Steamers Chicken And Noodles, ",Healthy Choice,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51471,Spaghetti & Meatballs,Healthy Choice,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51474,"Healthy Choice Spaghetti And Meatballs Dinnerr, 10",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51475,"Healthy Choice Chicken Fettuccini Alfredo Dinnerr,",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51481,"Craft Beer Battered Onion Rings,",Mccain Foods Usa  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51535,Beef & Green Onion Dumpling,Wei-Chuan,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51537,Sweet Hawaiian Rolls,Sara Lee,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51538,Sweet Hawaiian Sandwich Buns,Sara Lee,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51539,Pre-sliced Party Buns,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51563,Smart Bagel,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51569,"Key Food, Buttermilk Waffles",Key Food,US brand detected: key food
51569,"Key Food, Buttermilk Waffles",Key Food,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51570,"Key Food, Waffles, Homestyle",Key Food,US brand detected: key food
51570,"Key Food, Waffles, Homestyle",Key Food,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51571,Pancake & Waffle Mix,Key Food,US brand detected: key food
51571,Pancake & Waffle Mix,Key Food,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51572,Bavarian Soft Pretzel Sticks,Superpretzel,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51573,Cheese Filled Soft Pretzel,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51574,"Sweet'n Low, Yellow Snack Cake Mix",Bernard Food Industries  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51584,Sweet Hawaiian Sliders Sandwich Buns,Oroweat,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51585,Sweet Hawaiian Sandwich Buns,Brownberry,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51586,Healthy Multi-grain Flatbread,Brownberry,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51589,Flax & Fibre Thins Roll,Arnold,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51591,Healthy Multi-grain Rolls,Arnold,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51592,Multi-grain Pre-sliced Rolls,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51595,Pre-sliced Rolls,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51598,Sweet Hawaiian Sandwich Buns,Brownberry,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51602,Anisette Sponge Cookies,Stella,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51627,"Kings, Traditional Italian Pizzelle, Vanilla",Kings,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51628,"Kings, Traditional Italian Anise Pizzelle",Kings,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51629,"Kings, Almond Pizzelle",Kings,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51636,"Stater Bros., Ginger Snaps",Stater Bros. Markets Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51653,"Labree's Bakery, Iced Chocolate Swiss Roll",Labree'S Bakery Inc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51655,Peeled Apples With Yogurt Raisins & Cheddar Cracke,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51656,Sliced Apples & Pretzels With Chocolate Candies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51657,Sliced Apples With Cheddar Crackers & Yogurt Raisi,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51659,Classic Twists Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51660,Butter Spindles Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51661,Butter Spindles Pretzels,Old Dutch,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51662,Pretzel Sticks,Old Dutch,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51663,Pretzels,Old Dutch,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51664,Pretzel Rods,Old Dutch,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51665,Holiday Pretzels Rings,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51666,Holiday Pretzels Shapes,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51667,Tiny Twists Pretzels,Old Dutch,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51668,Won Ton Wrappers,Twin Dragon,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51683,Southern Style Chicken Breast Chunk Fritters With ,Covington Farms,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51686,Beef Franks In Puff Pastry Blanket,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51695,Multigrain Sandwich Rounds Sliced,European Bakers,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51698,Regular Hushpuppies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51700,Regular Hushpuppies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51705,Hamburger Cheeseeburger Macaroni,Hyvee,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51711,Buttermilk Pancake Mix,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51720,Tiny Twists Pretzels,Hyvee,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51721,Pretzel Sticks,Hy-Vee,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51722,Pretzel Rings,Hy-Vee,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51723,Waffle Pretzels,Hy-Vee,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51724,Pretzel Twists,Hyvee,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51725,Dutch Bavarian Pretzels,Hy-Vee,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51726,Pretzel Rods,Hy-Vee,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51727,Butter Braided Pretzels,Hyvee,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51728,Honey Wheat Braided Pretzels,Hy-Vee,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51748,Pepperoni Topped With Mozzarella Cheese And Pepper,Hyvee,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51758,Holiday Pretzels,Hy-Vee  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51760,"Pretzels, Butter Braided",Hy-Vee,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51761,Tiny Twists Pretzels,Hy-Vee,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51762,Pretzel Rods,Hy-Vee  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51766,Hazelnut Creamy Spread With Breadsticks,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51773,Beaconsfield Bread Co. Artisan Wheat,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51774,Beaconsfield 12 Grain Bread,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51779,"Barricini, Dark Chocolate Pretzels,",Bazzini Llc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51780,Pepperoni Pizza,Palermo Villa Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51781,I’m Think & Crispsy Pepperoni Pizza,Screamin’ Sicilian,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51784,"Canadian Bacon, Egg & Cheese English Muffins, Egg ",Bob Evans,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51785,"Canadian Bacon, Egg & Cheese English Muffins, Egg ",Bob Evans,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51786,"Sausage, Egg & Cheese English Muffins",Bob Evans,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51787,"Sausage, Egg & Cheese",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51788,Chicken Breasts,Fast Fixin,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51789,"Katharine Beecher, Yogurt Coated Pretzel Ribbons",The Warrell Corporation,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51792,French Rolls,Artisan Hearth,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51793,Cornbread,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51797,"Quality You Can See, Lemon Filled Donuts",Maple Donuts Inc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51799,"Lance, Toast Chee, Crackers, Peanut Butter, Peanut",Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51800,"Lance, Toast Chee, Cracker Sandwiches, Peanut Butt",Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51801,"Lance, Toasty, Cracker Sandwiches, Peanut Butter, ",Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51802,"Lance, Malt Crackers, Peanut Butter, Peanut Butter",Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51803,"Lance, Toast Chee, Cracker Sandwiches, Peanut Butt",Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51804,"Lance, Whole Grain Crackers, Peanut Butter, Peanut",Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51805,"Lance, Whole Grain Crackers, Sharp Cheddar Cheese,",Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51806,"Whole Grain Crackers, Sharp Cheddar Cheese",Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51807,"Toasty Crackers, Peanut Butter",Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51808,Peanut Butter Cracker,Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51809,Malt Peanut Butter Sandwich Crackers,Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51810,"Lance, Whole Grain Crackers, Peanut Butter, Peanut",Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51811,"Lance, Whole Grain Cracker Sandwiches, Sharp Chedd",Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51812,"Lance, Whole Grain Cracker Sandwiches, Sharp Chedd",Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51813,"Lance, Whole Grain Cracker Sandwiches",Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51814,"Whole Grain Xl Cracker Sandwich, Peanut Butter",Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51818,"Lance, Whole Grain Cracker Sandwiches",Lance,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51823,Minis Peanut Butter Whole Grain Baked Bite Sized S,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51824,Minis Peanut Butter Whole Grain Baked Bite Sized S,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51857,Low Fat Golden Wheat Pretzel Sticks,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51869,"Surito, Homestyle Flour Tortillas",La Mexicana  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51874,Honey Wheat Braided Pretzels,Haddar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51895,Milk Chocolate Covered Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51896,Pastel Pretzels,Palmer Candy Company,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51897,Yogurt Pretzels,Palmer Candy Company,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51951,Restaurant Style Wheat Dinnerr Rolls,Sara Lee,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51952,Restaurant Style Dinnerr Rolls,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51953,Soft & Smooth Whole Grain White Bread,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51955,Double Crust Apple Pie Slice,Wegmans Food Mkts,US brand detected: wegmans
51961,"Bachman, Pretzel Rods",Utz Quality Foods  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51963,Split Peas,Wegmans Organic,US brand detected: wegmans
51965,"Wegmans, Golden Raisins",Wegmans,US brand detected: wegmans
51966,Super Soft Vienna Rolls,Wegmans,US brand detected: wegmans
51966,Super Soft Vienna Rolls,Wegmans,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51967,Honey Roasted Whole Cashews,Wegmans,US brand detected: wegmans
51968,Organic Fruit & Nut Trail Mix,Wegmans,US brand detected: wegmans
51969,"Wegmans, Dark Chocolate With White Peppermint",Wegmans,US brand detected: wegmans
51970,"Wegmans, Mini Muffins, Chocolate Chip",Wegmans,US brand detected: wegmans
51971,Mini Muffins,Wegmans,US brand detected: wegmans
51971,Mini Muffins,Wegmans,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51972,Whole Wheat Bread,Wegmans Food Markets  Inc.,US brand detected: wegmans
51973,Mini Muffins,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51974,Premium White Valentine Bark,Wegmans,US brand detected: wegmans
51975,Whole Wheat Bread,Wegmans,US brand detected: wegmans
51977,"Organic Trail Mix, Chocolate, Fruit & Nut",Wegmans,US brand detected: wegmans
